property,synsetId,synsetName,mean,normVar,n,minValue,maxValue
Height,n03775546,mixing_bowl,0.57,0.36,15.0,0.425000014,0.750000024
Height,n03777754,modem,0.95,2.04,13.0,0.219166674,0.633333354
Height,n03779370,mold,0.35,0.81,10.0,0.139166671,0.598958353
Height,n03781683,money_belt,0.2,0.91,17.0,0.01,0.383333346
Height,n03786096,morning_dress,0.14,0.36,5.0,0.09166667,0.166666672
Height,n03789400,motion-picture_film,0.37,0.0,1.0,0.366666678,0.366666678
Height,n03792782,mountain_bike,1.42,0.5,3.0,0.916666696,1.708333388
Height,n03792972,mountain_tent,1.87,1.03,12.0,0.566666685,3.406250109
Height,n03793850,mouse_button,0.19,0.4,14.0,0.146458338,0.216666674
Height,n03801353,music_box,0.35,0.34,12.0,0.250000008,0.450000014
Height,n03801760,music_stand,1.17,1.01,8.0,0.291666676,1.310416709
Height,n03800933,musical_instrument,0.46,0.84,10.0,0.166666672,0.72916669
Height,n03814906,necklace,0.07,0.6,3.0,0.041666668,0.087500003
Height,n03815615,necktie,0.09,0.61,11.0,0.058333335,0.120833337
Height,n06596474,news_magazine,0.04,0.0,1.0,0.041666668,0.041666668
Height,n03822171,newspaper,0.08,0.0,1.0,0.075000002,0.075000002
Height,n06267145,newspaper,0.01,0.0,1.0,0.0125,0.0125
Height,n03855604,o_ring,0.23,0.97,17.0,0.083333336,0.347500011
Height,n03848033,open_circuit,0.04,0.0,1.0,0.041666668,0.041666668
Height,n03848348,opener,0.16,1.21,11.0,0.041666668,0.187500006
Height,n03853924,ordinary,0.5,0.0,1.0,0.500000016,0.500000016
Height,n03854065,organ,0.29,0.0,1.0,0.291666676,0.291666676
Height,n03857828,oscilloscope,0.45,0.67,12.0,0.177291672,0.775000025
Height,n03861048,output_device,0.13,0.45,11.0,0.083750003,0.158333338
Height,n03871628,packet,0.24,0.73,11.0,0.09166667,0.354166678
Height,n03871724,packing_box,0.73,0.74,13.0,0.41666668,1.000000032
Height,n03873699,paddle,1.99,0.85,3.0,0.906250029,2.958333428
Height,n03873848,paddle,0.35,1.94,7.0,0.062500002,0.106250003
Height,n03874823,page_printer,1.16,0.11,2.0,1.094791702,1.217708372
Height,n03878674,palette,0.27,1.24,5.0,0.041666668,0.259166675
Height,n03885028,pantie,0.06,0.6,3.0,0.041666668,0.079166669
Height,n03885669,pants_suit,0.32,0.27,3.0,0.263333342,0.367500012
Height,n03886641,paper_chain,0.37,0.96,13.0,0.033333334,0.750000024
Height,n03886762,paper_clip,0.2,1.27,10.0,0.029166668,0.227083341
Height,n03887697,paper_towel,0.81,0.67,7.0,0.490243071,0.916666696
Height,n03891251,park_bench,1.45,0.71,11.0,0.375000012,2.437500078
Height,n03894677,parts_bin,0.78,0.58,13.0,0.450000014,1.266666707
Height,n03902220,pc_board,0.01,0.68,3.0,0.006666667,0.016666667
Height,n03908618,pencil_box,0.29,0.39,11.0,0.20833334,0.385416679
Height,n03908204,pencil,0.23,0.83,2.0,0.133541671,0.322291677
Height,n03908456,pencil,0.31,0.68,3.0,0.166666672,0.41666668
Height,n03914438,pepper_shaker,0.43,0.51,12.0,0.239583341,0.546875018
Height,n03918480,personal_computer,0.92,0.4,10.0,0.63750002,1.222916706
Height,n03918737,personal_digital_assistant,0.68,2.32,11.0,0.079166669,0.331666677
Height,n03923918,phonograph_needle,0.12,1.1,11.0,0.041666668,0.137500004
Height,n03924069,phonograph_record,1.02,0.6,14.0,0.385833346,1.54687505
Height,n03931765,picture_frame,0.52,1.21,15.0,0.050000002,1.086250035
Height,n03931885,picture_hat,0.11,0.42,4.0,0.085416669,0.147916671
Height,n03932670,piece_of_cloth,0.21,0.97,7.0,0.083333336,0.212500007
Height,n03939062,pilot_bit,0.12,1.02,14.0,0.024166667,0.138125004
Height,n03939281,pilot_burner,0.44,1.14,12.0,0.139583338,0.500000016
Height,n03958227,plastic_bag,0.35,1.02,17.0,0.058333335,0.562500018
Height,n03961711,plate_rack,0.66,1.07,10.0,0.338541678,0.529166684
Height,n03962852,platform_bed,1.09,0.75,9.0,0.83333336,1.066666701
Height,n03963198,platter,0.26,1.45,13.0,0.100000003,0.125000004
Height,n03963294,playback,0.25,0.0,1.0,0.250000008,0.250000008
Height,n03966976,pliers,0.14,0.72,9.0,0.050000002,0.233333341
Height,n03968293,plug,0.22,1.39,7.0,0.041666668,0.20833334
Height,n03967942,plug,0.14,0.33,2.0,0.114583337,0.160416672
Height,n03973839,pocket_watch,0.1,0.33,13.0,0.09166667,0.11666667
Height,n03977158,pole,0.15,0.14,2.0,0.135416671,0.156250005
Height,n03978966,polo_shirt,0.12,0.48,14.0,0.083333336,0.135416671
Height,n03982232,pool_ball,0.41,0.72,3.0,0.204166673,0.52083335
Height,n03983396,pop_bottle,0.49,0.0,1.0,0.491666682,0.491666682
Height,n03985232,portable_computer,0.51,0.02,2.0,0.506250016,0.518750017
Height,n03987266,portrait_camera,0.11,0.4,3.0,0.083333336,0.137500004
Height,n03987376,portrait_lens,0.21,0.45,15.0,0.158750005,0.257500008
Height,n03991646,potentiometer,0.11,1.18,11.0,0.033333334,0.083333336
Height,n03993180,pouch,0.31,0.78,10.0,0.126458337,0.493541682
Height,n03995265,power_cord,0.17,1.07,15.0,0.083333336,0.166666672
Height,n03995372,power_drill,0.73,0.33,9.0,0.666666688,0.875000028
Height,n03996145,power_saw,0.6,0.36,12.0,0.378958345,0.780000025
Height,n03997484,power_tool,0.71,0.45,4.0,0.577083352,0.895833362
Height,n04002629,primary_coil,0.24,0.65,2.0,0.160833338,0.315833343
Height,n04004990,printer_cable,0.08,0.64,12.0,0.047916668,0.091250003
Height,n04009801,projector,0.4,0.23,3.0,0.339166678,0.441666681
Height,n04009552,projector,0.37,0.49,13.0,0.316666677,0.333333344
Height,n04018155,public_address_system,1.1,0.21,8.0,1.056250034,1.255208374
Height,n04020087,pull_chain,0.25,0.57,13.0,0.066666669,0.373333345
Height,n04023695,punch_bowl,0.65,0.6,11.0,0.343750011,0.895833362
Height,n04023249,punch,0.31,0.99,8.0,0.087500003,0.333333344
Height,n04027023,push_button,0.04,0.61,14.0,0.021250001,0.047916668
Height,n04028074,putter,0.68,1.92,12.0,0.078125003,0.170833339
Height,n04043733,radio_receiver,0.49,0.88,9.0,0.282500009,0.483333349
Height,n04041544,radio,0.66,0.24,2.0,0.578125019,0.734375024
Height,n04052757,random-access_memory,0.03,0.25,3.0,0.029166668,0.039583335
Height,n04057981,reading_lamp,0.88,0.72,13.0,0.283333342,1.394166711
Height,n04064401,record_player,0.77,0.54,12.0,0.464583348,1.191041705
Height,n04064747,record_sleeve,0.34,1.29,19.0,0.050000002,0.495833349
Height,n04063373,recorder,0.32,0.74,3.0,0.160416672,0.443750014
Height,n04064213,recording_system,0.85,0.63,3.0,0.520000017,1.170833371
Height,n04067472,reel,0.9,1.91,10.0,0.135416671,0.500000016
Height,n04074963,remote_control,0.35,0.65,7.0,0.183333339,0.494583349
Height,n04079933,resistor,0.17,0.44,11.0,0.118750004,0.250000008
Height,n04098513,rocker,1.08,0.62,2.0,0.743750024,1.414583379
Height,n04098795,rocker,3.29,0.0,1.0,3.291666772,3.291666772
Height,n04099969,rocking_chair,2.27,0.63,13.0,0.458333348,3.416666776
Height,n04102618,roller_skate,0.66,0.44,14.0,0.41666668,0.958333364
Height,n04107743,room_light,1.9,1.08,7.0,0.335416677,3.041666764
Height,n04114301,round_file,0.26,1.27,16.0,0.032916668,0.278750009
Height,n04114844,router,0.49,0.62,12.0,0.236250008,0.776041692
Height,n04116098,rubber_band,0.19,0.8,14.0,0.068750002,0.235416674
Height,n04116512,rubber_eraser,0.11,1.2,11.0,0.037500001,0.11041667
Height,n04118021,rug,0.61,1.57,8.0,0.038958335,0.630208354
Height,n04118538,rugby_ball,0.4,0.16,11.0,0.334166677,0.433333347
Height,n04120489,running_shoe,0.38,0.09,3.0,0.366666678,0.408333346
Height,n04120695,running_suit,0.19,0.0,1.0,0.191666673,0.191666673
Height,n04122825,sack,0.07,0.0,1.0,0.066666669,0.066666669
Height,n04126244,safety_bolt,0.1,0.52,3.0,0.062500002,0.120833337
Height,n04127117,safety_net,1.95,0.9,10.0,0.364583345,3.000000096
Height,n04127249,safety_pin,0.14,0.95,13.0,0.059166669,0.31250001
Height,n04127633,safety_valve,0.07,0.42,8.0,0.047916668,0.083333336
Height,n04130257,salad_bowl,0.53,0.7,13.0,0.354166678,0.583333352
Height,n04137897,satellite_television,1.59,0.7,4.0,0.506250016,2.48562508
Height,n04140853,saw_set,0.14,0.7,4.0,0.083958336,0.181250006
Height,n04142999,scanner,0.4,0.78,13.0,0.133333338,0.591666686
Height,n04142731,scanner,0.56,0.44,4.0,0.53333335,0.703750023
Height,n04144241,scarf_joint,0.1,0.3,2.0,0.081250003,0.11041667
Height,n04143897,scarf,0.11,0.32,11.0,0.09166667,0.133333338
Height,n04147495,scientific_instrument,0.21,0.68,13.0,0.11166667,0.266666675
Height,n04153025,screen_door,1.66,1.68,13.0,0.041666668,0.591666686
Height,n04164757,second_hand,0.21,0.02,3.0,0.212500007,0.216666674
Height,n04164002,secondary_coil,0.45,0.4,3.0,0.337500011,0.558333351
Height,n04164868,secretary,2.81,0.25,9.0,2.50000008,3.291666772
Height,n04176190,serving_dish,0.56,0.67,10.0,0.19270834,0.912500029
Height,n04177654,set_square,0.31,1.75,7.0,0.033333334,0.22083334
Height,n04182152,shadow_box,0.88,0.56,15.0,0.479166682,1.187500038
Height,n04188179,sheet,0.14,0.84,7.0,0.043750001,0.216666674
Height,n04190464,shell,0.42,0.0,1.0,0.41666668,0.41666668
Height,n04192858,shield,0.17,0.0,1.0,0.166666672,0.166666672
Height,n04192698,shield,0.49,0.78,7.0,0.179166672,0.83333336
Height,n04197781,shirt_button,0.09,1.22,3.0,0.012916667,0.137500004
Height,n04204081,shopping_bag,0.54,0.81,9.0,0.141666671,0.916666696
Height,n04204238,shopping_basket,0.55,0.33,8.0,0.415625013,0.672916688
Height,n04204347,shopping_cart,1.2,0.81,17.0,0.333333344,1.750000056
Height,n04205318,short_pants,0.16,0.38,5.0,0.133333338,0.166666672
Height,n04206225,shot_glass,0.31,0.65,14.0,0.170833339,0.357708345
Height,n04207343,shoulder_bag,0.53,0.55,13.0,0.250000008,0.83333336
Height,n04211356,shutter,0.21,0.0,1.0,0.20833334,0.20833334
Height,n04211528,shutter,0.34,0.92,4.0,0.078125003,0.489583349
Height,n04217546,signal_box,0.2,0.43,2.0,0.160416672,0.247916675
Height,n04220805,silver_plate,0.25,1.03,5.0,0.066666669,0.250000008
Height,n04222210,single_bed,1.16,0.69,7.0,0.62500002,1.166666704
Height,n04225729,skate,0.37,0.08,4.0,0.353958345,0.385416679
Height,n04225987,skateboard,0.81,1.15,14.0,0.343750011,0.687500022
Height,n04228215,ski_binding,0.38,0.54,5.0,0.250000008,0.525000017
Height,n04228581,ski_boot,0.33,0.0,1.0,0.333333344,0.333333344
Height,n04231272,skirt,0.08,0.0,1.0,0.083333336,0.083333336
Height,n04230808,skirt,0.13,0.42,10.0,0.083333336,0.139583338
Height,n04235860,sleeping_bag,1.27,0.58,13.0,0.820000026,1.378333377
Height,n04239074,sliding_door,4.51,0.77,5.0,0.552500018,8.000000256
Height,n04245218,small_computer_system_interface,0.1,0.67,2.0,0.066041669,0.133125004
Height,n04246060,smelling_bottle,0.37,0.0,1.0,0.366666678,0.366666678
Height,n04248209,snap,0.41,0.0,1.0,0.408333346,0.408333346
Height,n04249415,snare_drum,1.01,0.5,8.0,0.61750002,1.25000004
Height,n04251791,snowboard,0.36,0.83,7.0,0.10416667,0.666666688
Height,n04254680,soccer_ball,0.44,0.51,15.0,0.32500001,0.629166687
Height,n04255163,socket,0.08,0.0,1.0,0.083333336,0.083333336
Height,n04255586,soda_can,0.26,0.23,5.0,0.20833334,0.275000009
Height,n04261638,sound_camera,0.34,0.36,4.0,0.331250011,0.41166668
Height,n04263257,soup_bowl,0.41,0.56,15.0,0.250000008,0.545833351
Height,n04269270,spark_plug,0.18,0.58,9.0,0.083333336,0.173333339
Height,n04270891,spear,0.29,0.4,13.0,0.22083334,0.354166678
Height,n04272054,spectacles,0.18,0.45,5.0,0.166666672,0.175000006
Height,n04280259,spiral_spring,0.34,0.37,3.0,0.262500008,0.41666668
Height,n04284341,spoon,0.08,0.73,5.0,0.025000001,0.125000004
Height,n04292414,squash_racket,0.13,0.44,11.0,0.087500003,0.166666672
Height,n04303258,staple,0.21,0.61,8.0,0.131250004,0.272916675
Height,n04315948,stereo,0.76,0.29,8.0,0.608125019,0.957291697
Height,n04323819,stocking,0.03,0.0,1.0,0.030833334,0.030833334
Height,n04325704,stole,0.11,0.38,9.0,0.09166667,0.130833338
Height,n04326896,stool,1.26,0.65,9.0,0.469166682,2.125000068
Height,n04331277,straight_chair,2.25,0.56,7.0,1.520833382,3.208333436
Height,n04331892,straight_pin,0.2,0.63,11.0,0.09166667,0.295833343
Height,n04332987,strap,0.19,0.89,9.0,0.083333336,0.216666674
Height,n04333129,strap,0.04,0.49,3.0,0.027500001,0.050000002
Height,n04338517,stringed_instrument,0.63,0.68,8.0,0.258125008,1.166666704
Height,n04344873,studio_couch,1.59,0.46,5.0,1.000000032,2.250000072
Height,n04350581,sugar_bowl,0.36,0.24,13.0,0.30000001,0.41666668
Height,n04350905,suit,0.26,0.09,3.0,0.245833341,0.270833342
Height,n04356056,sunglasses,0.18,0.69,14.0,0.087083336,0.261666675
Height,n04356595,sunhat,0.27,0.98,10.0,0.087500003,0.435416681
Height,n04370456,sweatshirt,0.18,0.54,12.0,0.102083337,0.210416673
Height,n04380533,table_lamp,1.06,0.43,13.0,0.83333336,1.291666708
Height,n04380916,table_saw,1.71,0.29,7.0,1.36166671,1.99166673
Height,n04383130,tack,0.33,1.04,6.0,0.078125003,0.468750015
Height,n04390577,tank_top,0.1,0.34,17.0,0.083333336,0.11666667
Height,n04392764,tape_drive,0.5,0.54,11.0,0.304166676,0.758333358
Height,n04392985,tape_player,0.43,0.56,11.0,0.245833341,0.550000018
Height,n04396808,tea_bag,0.19,0.98,13.0,0.058333335,0.250000008
Height,n04396902,tea_ball,0.29,0.77,12.0,0.162500005,0.286458343
Height,n04397168,tea_chest,0.33,0.31,10.0,0.29687501,0.316666677
Height,n04398951,tea_table,1.76,0.16,4.0,1.493750048,2.016666731
Height,n04399046,tea_tray,0.16,0.94,9.0,0.062500002,0.239166674
Height,n04397261,teaching_aid,0.78,0.62,7.0,0.481250015,1.118333369
Height,n04398688,teaspoon,0.33,0.75,8.0,0.140625005,0.547916684
Height,n04399846,tee_hinge,0.31,0.73,10.0,0.11041667,0.525000017
Height,n04399537,tee,0.23,1.07,4.0,0.09166667,0.241666674
Height,n04402342,telephone_plug,0.09,0.34,8.0,0.071041669,0.10104167
Height,n04402580,telephone_receiver,0.34,0.4,7.0,0.229166674,0.458333348
Height,n04403413,telephoto_lens,0.27,0.56,13.0,0.233333341,0.341666678
Height,n04404997,television_camera,0.6,0.49,3.0,0.406250013,0.760416691
Height,n04409515,tennis_ball,0.44,0.48,14.0,0.256250008,0.656250021
Height,n04411264,tent,1.45,1.21,10.0,0.291666676,2.950416761
Height,n04426316,thong,0.18,1.4,12.0,0.056250002,0.112500004
Height,n04434207,tie_rack,0.46,0.8,14.0,0.166666672,0.751041691
Height,n04437276,time_clock,0.48,0.45,16.0,0.343750011,0.585416685
Height,n04438304,timer,0.29,0.5,13.0,0.177500006,0.395833346
Height,n04438897,tin,0.2,0.45,4.0,0.143125005,0.277083342
Height,n04446844,toilet_bag,0.45,0.55,10.0,0.212500007,0.557291685
Height,n04447028,toilet_bowl,1.63,0.13,2.0,1.520833382,1.729166722
Height,n04448361,token,0.09,0.28,3.0,0.070833336,0.100000003
Height,n04452528,tool_bag,0.67,0.6,18.0,0.458333348,0.831250027
Height,n04456115,torch,0.46,0.75,8.0,0.150000005,0.62500002
Height,n04458843,touch_screen,0.87,0.5,6.0,0.458333348,1.258541707
Height,n04462011,toy_box,1.71,0.53,11.0,1.583333384,2.218750071
Height,n04475631,travel_iron,0.65,1.1,12.0,0.239583341,0.820416693
Height,n04480853,triangle,0.44,0.67,9.0,0.066666669,0.666666688
Height,n06592421,tribute_album,0.04,0.21,8.0,0.037500001,0.041666668
Height,n04488202,trophy_case,2.76,0.67,6.0,1.200000038,4.385416807
Height,n04493381,tub,0.83,0.3,11.0,0.720833356,0.916666696
Height,n04503413,twin_bed,1.66,0.63,9.0,1.166666704,2.625000084
Height,n04507155,umbrella,0.59,1.18,14.0,0.145833338,0.989583365
Height,n04517823,vacuum,2.22,0.46,14.0,1.350208377,2.90354176
Height,n04519536,valve,0.29,0.0,1.0,0.291666676,0.291666676
Height,n04519153,valve,0.2,1.3,8.0,0.032708334,0.242500008
Height,n04522168,vase,0.36,0.65,3.0,0.20833334,0.492083349
Height,n04534127,video_recording,0.41,0.63,7.0,0.245833341,0.462500015
Height,n04536866,violin,0.56,0.62,10.0,0.41666668,0.908333362
Height,n04543509,wagon,1.79,0.48,14.0,1.429166712,2.125000068
Height,n04545305,walker,1.43,0.49,4.0,0.979166698,2.038750065
Height,n04546081,walking_shoe,0.35,0.9,15.0,0.083333336,0.391666679
Height,n04546194,walking_stick,0.8,1.51,17.0,0.130833338,0.557500018
Height,n04548280,wall_clock,0.56,0.69,13.0,0.20833334,0.875000028
Height,n04554871,washer,0.26,0.87,2.0,0.145833338,0.370833345
Height,n04556408,watch_cap,0.13,0.24,10.0,0.11791667,0.160416672
Height,n04556533,watch_case,0.44,0.41,17.0,0.308333343,0.666666688
Height,n04556664,watch_glass,0.22,0.52,3.0,0.141666671,0.275000009
Height,n04557522,water_bed,0.58,0.47,4.0,0.558333351,0.750000024
Height,n04557648,water_bottle,0.41,0.66,12.0,0.241666674,0.425000014
Height,n04559620,water_filter,0.66,0.6,14.0,0.40104168,0.868958361
Height,n04559910,water_glass,0.49,0.25,6.0,0.410000013,0.591666686
Height,n04560619,water_jacket,0.42,0.85,3.0,0.164583339,0.543750017
Height,n04562262,water_ski,0.58,0.51,6.0,0.337500011,0.812500026
Height,n04563560,water_wings,0.32,0.81,11.0,0.162500005,0.458333348
Height,n04560292,watering_can,0.95,0.33,13.0,0.666666688,1.166666704
Height,n04569063,webcam,0.31,0.56,14.0,0.196666673,0.464166682
Height,n04569822,wedge,0.25,0.0,1.0,0.250000008,0.250000008
Height,n04577769,whip,0.26,0.84,7.0,0.087500003,0.420833347
Height,n04579432,whistle,0.06,0.5,12.0,0.033333334,0.083333336
Height,n04586932,wind_instrument,0.37,1.24,4.0,0.11041667,0.385416679
Height,n04589190,window_blind,1.59,1.21,12.0,0.125000004,2.791666756
Height,n04589434,window_envelope,0.08,1.82,9.0,0.000688333,0.005583334
Height,n04589890,window_screen,1.44,0.71,13.0,0.83333336,2.000000064
Height,n04591713,wine_bottle,0.92,0.14,3.0,0.850000027,1.000000032
Height,n04593524,wing_tip,0.41,0.04,9.0,0.408333346,0.420000013
Height,n04593866,wiper,0.7,1.31,12.0,0.09666667,0.862916694
Height,n04597066,wood,0.55,1.04,7.0,0.066666669,1.0541667
Height,n04600486,workbench,0.89,0.69,5.0,0.333333344,1.479166714
Height,n04603399,workstation,1.61,0.74,8.0,0.712083356,1.86875006
Height,n04608329,writing_desk,2.32,0.28,6.0,2.18125007,2.725000087
Height,n04608567,writing_implement,0.23,1.13,6.0,0.058750002,0.226666674
Height,n03788047,mosaic,0.48,0.39,2.0,0.385416679,0.572916685
Height,n04285008,sports_car,4.236459215,0.080697654,11.0,-1.0,-1.0
Height,n03427202,gat,14.38014044,0.030739629,3.0,-1.0,-1.0
Height,n04285965,sport_utility,40.09612989,1.502133686,4.0,-1.0,-1.0
Height,n02898711,bridge,232.9665702,0.919319415,48.0,-1.0,-1.0
Height,n03647423,launch,63.74759609,1.221672783,3.0,-1.0,-1.0
Height,n04360501,support,8.6614176,0.0,1.0,-1.0,-1.0
Height,n04127904,sail,94.84291642,0.154665604,4.0,-1.0,-1.0
Height,n04524313,vehicle,5.847007214,0.369543104,31.0,-1.0,-1.0
Height,n02979836,cast,1370.538102,0.807276716,5.0,-1.0,-1.0
Height,n04194289,ship,108.9284245,0.930424828,50.0,-1.0,-1.0
Height,n03956922,plant,226.37796,0.0,1.0,-1.0,-1.0
Height,n03339296,film,5.333333504,0.0,1.0,-1.0,-1.0
Height,n02812631,bay,14.67000047,0.0,1.0,-1.0,-1.0
Height,n04341686,structure,82.021,0.0,1.0,-1.0,-1.0
Height,n03365991,floor,5.916666856,0.0,1.0,-1.0,-1.0
Height,n04051825,rampart,240.5105064,0.658971239,2.0,-1.0,-1.0
Height,n02993546,center,362.204736,0.0,1.0,-1.0,-1.0
Height,n03343853,firearm,0.472883873,0.20320794,8.0,-1.0,-1.0
Height,n02778669,ball,15.337927,0.835672677,3.0,-1.0,-1.0
Height,n04088797,ride,126.8554596,0.561555198,77.0,-1.0,-1.0
Height,n02958343,car,7.062704182,2.260622732,117.0,-1.0,-1.0
Height,n03965456,plaza,589.0000188,0.0,1.0,-1.0,-1.0
Height,n02726681,apartment_building,240.2572255,0.465201182,5.0,-1.0,-1.0
Height,n02789487,bar,209.0988693,0.69855527,3.0,-1.0,-1.0
Height,n03478756,hall,151.8976427,0.092841221,2.0,-1.0,-1.0
Height,n04511002,university,164.86221,0.303482587,2.0,-1.0,-1.0
Height,n03877845,palace,167.32284,0.568627451,2.0,-1.0,-1.0
Height,n02687992,airfield,162.6443622,0.169968128,2.0,-1.0,-1.0
Height,n03800563,museum,75.55643286,0.336426174,4.0,-1.0,-1.0
Height,n03988170,post,9.4160108,0.080139373,2.0,-1.0,-1.0
Height,n03079136,compact,4.679571453,0.018902227,3.0,-1.0,-1.0
Height,n03842012,office_building,154.7828134,0.744341444,6.0,-1.0,-1.0
Height,n04389033,tank,7.925251785,0.211042569,36.0,-1.0,-1.0
Height,n03544360,house,111.54856,0.0,1.0,-1.0,-1.0
Height,n04347754,submarine,17.95726189,0.786616673,8.0,-1.0,-1.0
Height,n04266162,space_station,82.021,0.2,2.0,-1.0,-1.0
Height,n03386011,fortress,2772.3098,0.0,1.0,-1.0,-1.0
Height,n04046590,rail,9.000000288,0.0,1.0,-1.0,-1.0
Height,n04090263,rifle,2.2555775,0.629090909,2.0,-1.0,-1.0
Height,n02858304,boat,32.09716076,0.158856846,28.0,-1.0,-1.0
Height,n03542333,hotel,274.4801218,0.569653552,13.0,-1.0,-1.0
Height,n04460130,tower,760.8982838,0.585918844,19.0,-1.0,-1.0
Height,n03930630,pickup,5.562500178,0.101123596,2.0,-1.0,-1.0
Height,n03661043,library,110.0000035,0.0,1.0,-1.0,-1.0
Height,n03684823,locomotive,154.5058888,10.06607203,121.0,-1.0,-1.0
Height,n02992032,cellblock,4.8720474,0.003367003,2.0,-1.0,-1.0
Height,n02924116,bus,9.84252,0.0,1.0,-1.0,-1.0
Height,n03297735,establishment,530.4024667,0.807389614,3.0,-1.0,-1.0
Height,n03743902,memorial,36.08924,0.0,1.0,-1.0,-1.0
Height,n04306080,station,964.5465401,0.675422079,15.0,-1.0,-1.0
Height,n02913152,building,197.4477771,0.662623683,15.0,-1.0,-1.0
Height,n03160309,dam,264.8428039,1.00078625,257.0,-1.0,-1.0
Height,n04099429,rocket,142.2166727,0.620793595,89.0,-1.0,-1.0
Height,n03242995,drive,5.228630963,0.101759215,9.0,-1.0,-1.0
Height,n03688943,lookout,531.49608,0.0,1.0,-1.0,-1.0
Height,n02814860,lighthouse,72.96138015,0.746945726,186.0,-1.0,-1.0
Height,n04417809,theater,164.042,0.0,1.0,-1.0,-1.0
Height,n02782778,ballpark,115.0000037,0.0,1.0,-1.0,-1.0
Height,n03768132,mine,30.593833,0.983914209,2.0,-1.0,-1.0
Height,n04490091,truck,9.26509216,0.092084331,5.0,-1.0,-1.0
Height,n04166281,sedan,4.931793426,0.101322264,17.0,-1.0,-1.0
Height,n02814533,beach_wagon,5.233595968,0.157055409,3.0,-1.0,-1.0
Height,n02983507,caterpillar,528.871408,0.789081886,2.0,-1.0,-1.0
Height,n03764276,military_vehicle,8.078994681,0.22663327,20.0,-1.0,-1.0
Height,n03125870,craft,128.7946663,0.0,1.0,-1.0,-1.0
property,synsetId,synsetName,mean,normVar,n,minValue,maxValue
Weight,n03778817,module,0.09,0.64,4.0,0.042499915,0.152499694
Weight,n04003856,print,1.17,0.15,2.0,1.08749782,1.262497469
Weight,n04565375,weapon,0.47,0.69,3.0,0.279999439,0.674998647
Weight,n03578656,interface,3.94,1.13,9.0,1.099997795,2.499994988
Weight,n02953673,canvas,1.86,0.39,6.0,1.174997644,2.312495364
Weight,n03744276,memory,0.07,0.47,4.0,0.057499885,0.102499794
Weight,n06275353,wireless,1.32,0.79,5.0,0.559998877,1.799996391
Weight,n04568713,web,0.46,0.77,4.0,0.252499494,0.624998747
Weight,n04435180,tile,6.55,0.48,7.0,3.474993033,9.299981354
Weight,n03868406,oxford,1.17,0.53,11.0,0.859998276,1.154997684
Weight,n02871824,boom,1.01,0.17,3.0,0.899035218,1.109997774
Weight,n04598582,woodwind,0.2,0.0,1.0,0.199999599,0.199999599
Weight,n02727825,apparatus,3.09,0.75,3.0,1.604996782,4.429991118
Weight,n02840619,binding,2.91,1.65,8.0,0.699998597,1.737496516
Weight,n02710044,andiron,13.96,0.55,4.0,12.21455884,19.2499614
Weight,n03438661,glass,1.87,0.61,3.0,1.099997795,2.449995088
Weight,n03613294,key,0.15,1.52,6.0,0.022499955,0.097499805
Weight,n02849154,blanket,2.41,0.75,7.0,0.999997995,2.699994587
Weight,n03431243,gear,0.37,0.0,1.0,0.369999258,0.369999258
Weight,n03413828,game,1.24,0.52,6.0,0.747498501,1.704996582
Weight,n04108268,rope,0.6,1.36,10.0,0.262499474,0.509998977
Weight,n02802426,basketball,3.33,0.28,3.0,2.999993985,3.99999198
Weight,n04284002,spoon,0.05,0.79,7.0,0.019166628,0.07999984
Weight,n02694426,alarm,0.16,0.21,2.0,0.147499704,0.182499634
Weight,n03284308,empty,0.28,0.82,4.0,0.112591441,0.412499173
Weight,n04461879,toy,1.35,1.24,16.0,0.222499554,1.789996411
Weight,n02873520,boot,3.33,0.51,3.0,2.499994988,4.499990978
Weight,n04200000,shoe,0.86,0.66,6.0,0.742498511,0.794998406
Weight,n03940894,pin,0.1,0.0,2.0,0.0999998,0.0999998
Weight,n03390983,frame,1.87,0.45,3.0,1.274997444,2.174995639
Weight,n03728982,match,0.01,0.0,1.0,0.00999998,0.00999998
Weight,n03268311,elbow,0.45,0.89,3.0,0.177557449,0.649998697
Weight,n04175147,server,35.31,0.52,6.0,23.52495283,48.74990226
Weight,n03525454,holder,0.53,0.86,7.0,0.174999649,0.814998366
Weight,n04394261,target,1.61,0.74,7.0,0.449999098,2.474995038
Weight,n04304375,starter,8.94,0.35,9.0,8.14998366,9.199981554
Weight,n04283378,spoke,0.08,0.76,2.0,0.052499895,0.117499764
Weight,n03513137,helmet,4.5,0.0,1.0,4.499990978,4.499990978
Weight,n03358172,flash,1.19,0.0,1.0,1.189997614,1.189997614
Weight,n03659809,lever,0.16,0.27,3.0,0.139999719,0.189999619
Weight,n03431570,gearbox,3.95,2.31,8.0,0.177499644,1.137497719
Weight,n02933340,cabinet,47.37,0.61,3.0,27.05494576,59.42988085
Weight,n03001627,chair,22.64,0.42,7.0,11.99997594,29.99993985
Weight,n04451818,tool,0.32,1.01,11.0,0.113333106,0.329999338
Weight,n02810471,battery,0.53,0.0,1.0,0.529998937,0.529998937
Weight,n06267893,tabloid,0.5,0.98,2.0,0.257499484,0.752498491
Weight,n04261506,soundbox,3.8,1.26,6.0,0.677498642,4.679990617
Weight,n04256891,softball,1.0,0.99,4.0,0.337499323,1.162497669
